tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
CCY000ETT16000009,"REQUEST FOR PROPOSAL (RFP) FOR THE CONCEPTUALISATION, DEVELOPMENT AND IMPLEMENTATION OF INTEGRATED COMMUNICATIONS CAMPAIGNS TO STRENGTHEN THE SINGAPORE SPIRIT","Ministry of Culture, Community and Youth - Ministry Headquarter",9/11/2016,Awarded to Suppliers,OGILVY SINGAPORE PTE. LTD.,1997945.5
CCYNYCETT15000028,"INVITATION TO TENDER FOR THE SUPPLY, DESIGN, DEVELOPMENT, DELIVERY, INSTALLATION, TESTING, TRAINING AND COMMISSIONING OF A FULLY OPERATIONAL ONLINE SURVEY APPLICATION SOFTWARE","Ministry of Culture, Community and Youth - National Youth Council",23/6/2016,Awarded to Suppliers,JUSFEEDBACK PTE. LTD.,141244
CCYNYCETT16000002,"INVITATION TO TENDER FOR THE PROVISION OF PUBLIC RELATIONS CONSULTANCY SERVICES FOR NYC FOR A PERIOD OF 12 MONTHS, WITH THE OPTION TO EXTEND FOR ANOTHER 12 MONTHS","Ministry of Culture, Community and Youth - National Youth Council",30/5/2016,Awarded to Suppliers,EDELMAN SINGAPORE PTE. LTD.,406080
CCYNYCETT16000003,INVITATION TO TENDER FOR NON-COMPREHENSIVE MAINTENANCE OF GENERATORS AND PUMPS SYSTEM AT OUTWARD BOUND SINGAPORE PULAU UBIN FOR THE PERIOD 1 JUNE 2016 TO 31 MAY 2018 WITH AN OPTION TO EXTEND FOR ANOTHER TWO YEARS,"Ministry of Culture, Community and Youth - National Youth Council",27/5/2016,Awarded to No Suppliers,Unknown,0
CCYNYCETT16000004,RFP for 1.Programme Partners (PP) to operate and manage the 5 days YCS Leaders Induction Camp inclusive of designing and executing (Part 1) of the induction Camp; and 2.Programme Partners (PP) to design and execute Youth Corps Singapore Leaders Programme Trainings (Part 1 and /or Part 2).,"Ministry of Culture, Community and Youth - National Youth Council",30/6/2016,Awarded to Suppliers,PIVOTAL YOUTH PTE. LTD.,210000
CCYNYCETT16000004,RFP for 1.Programme Partners (PP) to operate and manage the 5 days YCS Leaders Induction Camp inclusive of designing and executing (Part 1) of the induction Camp; and 2.Programme Partners (PP) to design and execute Youth Corps Singapore Leaders Programme Trainings (Part 1 and /or Part 2).,"Ministry of Culture, Community and Youth - National Youth Council",30/6/2016,Awarded to Suppliers,ROHEI CORPORATION PTE. LTD.,49200
CCYNYCETT16000004,RFP for 1.Programme Partners (PP) to operate and manage the 5 days YCS Leaders Induction Camp inclusive of designing and executing (Part 1) of the induction Camp; and 2.Programme Partners (PP) to design and execute Youth Corps Singapore Leaders Programme Trainings (Part 1 and /or Part 2).,"Ministry of Culture, Community and Youth - National Youth Council",30/6/2016,Awarded to Suppliers,SUSTAINABLE LIVING LAB PTE. LTD.,8400
CCYNYCETT16000005,Invitation To Tender For Grass Cutting And Horticulture Maintenance At OBS For The Period 1 July 2016 To 30 June 2018 With An Option To Extend For Another Two Years,"Ministry of Culture, Community and Youth - National Youth Council",21/7/2016,Awarded to Suppliers,PRINCE'S LANDSCAPE AND CONSTRUCTION PTE LTD,699205
CCYNYCETT16000006,INVITATION TO TENDER FOR PROVISION OF LOGISTICS AND EVENT MANAGEMENT SERVICES FOR SHINE FESTIVAL 2016,"Ministry of Culture, Community and Youth - National Youth Council",28/6/2016,Awarded to Suppliers,THE EVENTS ARTERY PTE. LTD.,688000
CCYNYCETT16000007,"REQUEST FOR PROPOSAL (RFP) FOR THE PROVISION OF EVENT MANAGEMENT COMPANY TO PLAN, COORDINATE AND EXECUTE THE PROGRAMMING CONTENTS FOR THE 43RD SHIP FOR SOUTHEAST ASIAN AND JAPANESE YOUTH PROGRAMME (SSEAYP) 2016 LOCAL PROGRAMME","Ministry of Culture, Community and Youth - National Youth Council",8/9/2016,Awarded to Suppliers,ESPRIMO PTE. LTD.,280302
CCYNYCETT16000009,Invitation To Tender For The Provision Of The Tentage Rental Services At Outward Bound Singapore Reception Centre For A Period Of Two Years From 1 January 2017 To 31 December 2018 With The Option To Extend For Another One Year,"Ministry of Culture, Community and Youth - National Youth Council",22/11/2016,Awarded to Suppliers,SIN HIAP MUI PTE. LTD.,82128
CCYNYCETT16000011,"INVITATION TO TENDER FOR THE SUPPLY, DESIGN, DEVELOPMENT, DELIVERY, INSTALLATION, TESTING, TRAINING, AND COMMISSIONING OF NATIONAL YOUTH COUNCIL (NYC) AND YOUTH CORPS SINGAPORE (YCS) CORPORATE WEBSITE WITH AN OPTION FOR MAINTENANCE","Ministry of Culture, Community and Youth - National Youth Council",28/12/2016,Awarded to Suppliers,REVEZ MOTION PTE. LTD.,508528
CCYNYCETT16000016,INVITATION TO TENDER FOR SUPPLY AND DELIVERY OF TEE SHIRTS FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER ONE (1) YEAR,"Ministry of Culture, Community and Youth - National Youth Council",30/12/2016,Awarded to Suppliers,ANCELL ENTERPRISE PTE LTD,0.25
CCYNYCETT16000016,INVITATION TO TENDER FOR SUPPLY AND DELIVERY OF TEE SHIRTS FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER ONE (1) YEAR,"Ministry of Culture, Community and Youth - National Youth Council",30/12/2016,Awarded to Suppliers,APPAREL EMPIRE PTE. LTD.,0.25
CCYNYCETT16000016,INVITATION TO TENDER FOR SUPPLY AND DELIVERY OF TEE SHIRTS FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER ONE (1) YEAR,"Ministry of Culture, Community and Youth - National Youth Council",30/12/2016,Awarded to Suppliers,PF FAREAST PTE. LTD.,0.25
CCYNYCETT16000016,INVITATION TO TENDER FOR SUPPLY AND DELIVERY OF TEE SHIRTS FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ANOTHER ONE (1) YEAR,"Ministry of Culture, Community and Youth - National Youth Council",30/12/2016,Awarded to Suppliers,SIN MING INDUSTRIES (PTE) LTD.,0.25
CDVECDETT16000001,"Invitation to Tender for the Provision of Service(s) To Conduct Pre-School Outreach to Families of Singaporean Children, Aged 3 6 Years Old, Who Are Identified As Not In Pre-School or Have Poor Pre-School Attendance",Ministry of Social and Family Development - Early Childhood Development Agency,10/5/2016,Awarded to Suppliers,SINGAPORE CHILDREN'S SOCIETY,608400
CDVECDETT16000001,"Invitation to Tender for the Provision of Service(s) To Conduct Pre-School Outreach to Families of Singaporean Children, Aged 3 6 Years Old, Who Are Identified As Not In Pre-School or Have Poor Pre-School Attendance",Ministry of Social and Family Development - Early Childhood Development Agency,10/5/2016,Awarded to Suppliers,SINGAPORE INDIAN DEVELOPMENT ASSOCIATION (SINDA),130000
CDVECDETT16000002,INVITATION TO TENDER FOR THE PROVISION OF EVENT MANAGEMENT (EM) SERVICES TO EARLY CHILDHOOD DEVELOPMENT AGENCY (ECDA) FOR EARLY CHILDHOOD CONFERENCE (ECC) 2016,Ministry of Social and Family Development - Early Childhood Development Agency,9/5/2016,Awarded to Suppliers,MACRO EVENTS PTE LTD,218370
CDVECDETT16000003,"INVITATION TO TENDER FOR THE PROVISION OF EDITORIAL, DESIGN, PRODUCTION AND DELIVERY SERVICES OF THE QUARTERLY EARLY CHILDHOOD MAGAZINE",Ministry of Social and Family Development - Early Childhood Development Agency,4/8/2016,Awarded to Suppliers,MEDIACORP PTE. LTD.,151200
CDVECDETT16000004,INVITATION TO TENDER FOR THE PROVISION OF TRAINING ON THE NURTURING EARLY LEARNERS (NEL) EDUCATORS GUIDE FOR MOTHER TONGUE LANGUAGES,Ministry of Social and Family Development - Early Childhood Development Agency,24/8/2016,Awarded to Suppliers,SEED INSTITUTE PTE. LTD.,452000
CDVECDETT16000005,Invitation to Tender for the Provision of digital services for the 1-year maintenance of Beanstalk Facebook Page,Ministry of Social and Family Development - Early Childhood Development Agency,28/10/2016,Awarded to Suppliers,TECHLYON PTE. LTD.,197480
CDVFDMETT15000060,Invitation to Tender for the Provision of Services to Organise Families for Life Picnics in 2016-2017,Ministry of Social and Family Development - Family Development Group,12/4/2016,Awarded to Suppliers,AUX MEDIA GROUP PTE. LTD.,756300
CDVFDMETT16000001,REQUEST FOR PROPOSAL (RFP) FOR THE EVALUATION STUDY ON DIVORCE SUPPORT PROGRAMMES,Ministry of Social and Family Development - Family Development Group,18/8/2016,Awarded to Suppliers,SRINIVASAN CHOKKANATHAN,247074
CDVFDMETT16000003,Invitation to Tender for the Provision of Event Management for Family Development Group,Ministry of Social and Family Development - Family Development Group,18/4/2016,Awarded to Suppliers,APE WORKS PTE. LTD.,105000
CDVFDMETT16000003,Invitation to Tender for the Provision of Event Management for Family Development Group,Ministry of Social and Family Development - Family Development Group,18/4/2016,Awarded to Suppliers,CARE (CARE ADVISORS RECRUITMENT ENTERPRISE) PTE. LTD.,6360
CDVFDMETT16000003,Invitation to Tender for the Provision of Event Management for Family Development Group,Ministry of Social and Family Development - Family Development Group,18/4/2016,Awarded to Suppliers,SHATEC INSTITUTES PTE. LTD.,7200
CDVFDMETT16000004,"Invitation to Tender for the Provision of Storage, Inventory Management and Delivery Services",Ministry of Social and Family Development - Family Development Group,29/4/2016,Awarded to Suppliers,UI-LI PRINT & SERVICES,153000
CDVFDMETT16000005,Provision of Digital Content Management Services for Families for Life,Ministry of Social and Family Development - Family Development Group,17/6/2016,Awarded to Suppliers,CARBON INTERACTIVE PTE. LTD.,819600
CDVFDMETT16000006,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,Ministry of Social and Family Development - Family Development Group,11/7/2016,Awarded to Suppliers,COMPASS LIFE,20400
CDVFDMETT16000006,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,Ministry of Social and Family Development - Family Development Group,11/7/2016,Awarded to Suppliers,CONNECT CONSULTANCY & TRAINING,19600
CDVFDMETT16000006,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,Ministry of Social and Family Development - Family Development Group,11/7/2016,Awarded to Suppliers,En Community Services Society,5680
CDVFDMETT16000006,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,Ministry of Social and Family Development - Family Development Group,11/7/2016,Awarded to Suppliers,METHODIST WELFARE SERVICES,6900
CDVFDMETT16000006,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,Ministry of Social and Family Development - Family Development Group,11/7/2016,Awarded to Suppliers,PROWIZ ASIA PTE. LTD.,14800
CDVFDMETT16000006,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,Ministry of Social and Family Development - Family Development Group,11/7/2016,Awarded to Suppliers,UNLEASH & SOAR,16200
CDVFDMETT16000008,"Provision of Curriculum Development, Training and Evaluation Services for a Programme Supporting Early Marriages",Ministry of Social and Family Development - Family Development Group,22/9/2016,Awarded to Suppliers,WONG YUH JU,424700
CDVHQ0ETT15000057,Invitation to tender for the provision of services as required by the Ministry of Social and Family Development (MSF) on behalf of the National Council on Problem Gambling (NCPG),Ministry of Social and Family Development - Ministry Headquarter,6/5/2016,Awarded to Suppliers,HEALTHWAY MEDICAL GROUP PTE LTD,3368456
CDVHQ0ETT15000057,Invitation to tender for the provision of services as required by the Ministry of Social and Family Development (MSF) on behalf of the National Council on Problem Gambling (NCPG),Ministry of Social and Family Development - Ministry Headquarter,6/5/2016,Awarded to Suppliers,THE RESILIENZ CLINIC PTE. LTD.,1708260
CDVHQ0ETT15000057,Invitation to tender for the provision of services as required by the Ministry of Social and Family Development (MSF) on behalf of the National Council on Problem Gambling (NCPG),Ministry of Social and Family Development - Ministry Headquarter,6/5/2016,Awarded to Suppliers,THYE HUA KWAN MORAL CHARITIES LIMITED,751200
CDVHQ0ETT15000064,Invitation to Tender for the Proposed Erection of a Boys' Complex and Primary Access Road at Jalan Bahar,Ministry of Social and Family Development - Ministry Headquarter,14/9/2016,Awarded to Suppliers,CHINA CONSTRUCTION (SOUTH PACIFIC) DEVELOPMENT CO. PTE. LTD.,54086542
CDVHQ0ETT16000005,Invitation to Tender for the Provision of Functional Family Therapy for Youth and Probationers,Ministry of Social and Family Development - Ministry Headquarter,15/4/2016,Awarded to Suppliers,Epworth Community Services,118636
CDVHQ0ETT16000005,Invitation to Tender for the Provision of Functional Family Therapy for Youth and Probationers,Ministry of Social and Family Development - Ministry Headquarter,15/4/2016,Awarded to Suppliers,SINGAPORE CHILDREN'S SOCIETY,66670.56
CDVHQ0ETT16000007,Invitation to Tender for the Appointment of a Managing Contractor for the Provision of Facilities Management Services for MSF-appointed Operators' Void Deck and Standalone Social Community Facilities for a Period of Two Years with an Option to Extend for up to One Year,Ministry of Social and Family Development - Ministry Headquarter,23/6/2016,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,3574076.92
CDVHQ0ETT16000008,Invitation to Tender for the Cyclical Maintenance Programme and Addition and Alteration to Existing Children and Youth Complex at the Salvation Army (Gracehaven),Ministry of Social and Family Development - Ministry Headquarter,28/6/2016,Awarded to Suppliers,TOP PAVE PTE LTD,1790000
CDVHQ0ETT16000009,Invitation To Tender For The Provision Of Auxiliary Police Officer Services,Ministry of Social and Family Development - Ministry Headquarter,29/4/2016,Awarded to Suppliers,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,8164855
CDVHQ0ETT16000010,Invitation to Tender for the Appointment of a Managing Contractor for the Provision of Facilities Management Services for MSF Divested Homes and Pelangi Village for a Period of Two (2) Years with an Option to Extend for Up to One (1) Year,Ministry of Social and Family Development - Ministry Headquarter,25/5/2016,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,7028288.82
CDVHQ0ETT16000011,Invitation To Tender for professional services to develop and implement an Enterprise Risk Management (ERM) framework for the Ministry of Social and Family Development (MSF),Ministry of Social and Family Development - Ministry Headquarter,14/6/2016,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,204001
CDVHQ0ETT16000013,Invitation To Tender For The Provision Of Event Management Services for MSF Volunteer Awards 2016,Ministry of Social and Family Development - Ministry Headquarter,8/8/2016,Awarded to Suppliers,Pico Art International Pte Ltd,305800
CDVHQ0ETT16000014,Invitation To Tender For The Provision Of Mobile Data/Mobile Wifi Devices/iPads For A Period Of 2 Years With An Option To Extend For Another 2 Years,Ministry of Social and Family Development - Ministry Headquarter,14/10/2016,Awarded to Suppliers,BTW Technology Pte Ltd,459726.16
CDVHQ0ETT16000015,Invitation to Tender for the Provision of Event Management Services for the National Family Violence Networking Systems (NFVNS) Conference 2016,Ministry of Social and Family Development - Ministry Headquarter,29/7/2016,Awarded to Suppliers,LINEAR DOTS PRODUCTION PTE. LTD.,94199.5
CDVHQ0ETT16000016,"Invitation to Tender for the Proposed Addition and Alteration Works to Part of the Existing 8th Storey Offices at 51 Cuppage Road, Singapore 22946 on Lot 00746L TS27",Ministry of Social and Family Development - Ministry Headquarter,8/8/2016,Awarded to Suppliers,ASA CONTRACTS PTE. LTD.,696000
CDVHQ0ETT16000017,Invitation to Tender for the Proposed Additions and Alterations Works For Early Intervention Programme For Infants & Children (EIPIC) at Kim Keat Avenue and 2 Senior Activities Centres (SAC) at Tampines St 43 and Marsiling Road,Ministry of Social and Family Development - Ministry Headquarter,21/9/2016,Awarded to Suppliers,LOGISTICS CONSTRUCTION PTE LTD,1280000
CDVHQ0ETT16000018,Invitation to Tender for Nominated Sub-contract Tender for Supply and Installation of 2 Nos. of Lifts for the Proposed Additions & Alterations to Existing School Development on MK 18 Lot 01258W at 600 Upper Thomson Road,Ministry of Social and Family Development - Ministry Headquarter,27/10/2016,Awarded to Suppliers,CA M&E ENGINEERING PTE. LTD.,280000
CDVHQ0ETT16000020,"Invitation to Tender for the Provision of Venue, Dinner and Catering Services",Ministry of Social and Family Development - Ministry Headquarter,15/9/2016,Awarded to Suppliers,RESORTS WORLD AT SENTOSA PTE. LTD.,210613.5
CDVHQ0ETT16000023,Invitation to Tender for the Provision of Healthcare and Hygiene Consumables,Ministry of Social and Family Development - Ministry Headquarter,26/10/2016,Awarded to Suppliers,YEAP MEDICAL SUPPLIES PTE. LTD.,844425.4
CDVHQ0ETT16000024,"Invitation to Tender for the Provision of Storage, Inventory Management and Delivery Services",Ministry of Social and Family Development - Ministry Headquarter,31/8/2016,Awarded to Suppliers,UI-LI PRINT & SERVICES,248800
CDVHQ0ETT16000025,Invitation to Tender for the Provision of Event Management Services to Organise and to Manage ASEAN Meetings in Singapore,Ministry of Social and Family Development - Ministry Headquarter,21/9/2016,Awarded to Suppliers,ANTHOLOGY PTE. LTD.,127960
CDVHQ0ETT16000026,Invitation to Tender for the Provision of Supermarket Voucher,Ministry of Social and Family Development - Ministry Headquarter,28/11/2016,Awarded to Suppliers,OPTION GIFT PTE. LTD.,115680
CDVHQ0ETT16000028,Invitation to Tender for the Provision of Services to Administer the Enhanced Cinta Abadi Marriage Preparation Programme,Ministry of Social and Family Development - Ministry Headquarter,23/11/2016,Awarded to Suppliers,APKIM RESOURCES,286560
CDVHQ0ETT16000029,Invitation to Tender for the Provision of Services of Protection Officer for Ministry of Social and Family Development,Ministry of Social and Family Development - Ministry Headquarter,11/11/2016,Awarded to Suppliers,DRAGNET SMARTECH SECURITY PTE. LTD.,1766400
CDVHQ0ETT16000030,Invitation to Tender for the Provision of Facilities Management Services for MSF Offices and Institutions for a Period of Two (2) Years with an Option to Extend for Up To One (1) Year,Ministry of Social and Family Development - Ministry Headquarter,26/10/2016,Awarded to Suppliers,CBM PTE. LTD.,6061158
